CRISNO,NAME,YEAR,HISTORY,ACTOR 1,ACTOR 2,A1 NUKES,A2 NUKES,A1 THREAT,A2 THREAT,A1 INTENSITY,A2 INTENSITY,KINETIC,# ACTORS,A1 DEMOCRACY,A2 DEMOCRACY,A1 AWARENESS,A2 AWARENESS,INDEPENDENCE,SALIENCE,A1 OUTCOME,A2 OUTCOME,COMPLEXITY,NOTES,,,,,,,,,,,,,,
399,Foreign Intervention - Zaire,1991,,DRC,BEL,,,,CONVENTIONAL,1,3,1,4,0,1,1,1,1,2,LOSS,WIN,0,,,,,,,,,,,,,,,
399,Foreign Intervention - Zaire,1991,,DRC,USA,,,,,1,1,0,4,0,1,0,1,1,1,LOSS,WIN,1,,,,,,,,,,,,,,,
399,Foreign Intervention - Zaire,1991,,DRC,POR,,,,CONVENTIONAL,1,2,1,4,0,1,0,1,1,2,LOSS,WIN,0,,,,,,,,,,,,,,,
400,Ecuador-Peru Border IV,1991,,ECU,PER,,,CONVENTIONAL,,2,1,0,2,1,1,1,1,1,2,NEUTRAL,NEUTRAL,0,,https://www.durham.ac.uk/media/durham-university/research-/research-centres/ibru-centre-for-borders-research/maps-and-databases/publications-database/boundary-amp-territory-briefings/btb_3-1.pdf,,,,,,,,,,,,,
401,Nargonyy-Karabakh,1991,,ARM,AZE,,,OTHER,CONVENTIONAL,3,3,1,4,1,0,1,1,0,4,WIN,LOSS,0,"The conflict was initiated when the region of Nargonyy Karabakh declared independence. Since this region consisted mostly of Armenians, Armenia is considered to initate the conflict.","https://www.cfr.org/global-conflict-tracker/conflict/nagorno-karabakh-conflict,
https://en.wikipedia.org/wiki/Nagorno-Karabakh_conflict  ",,,,,,,,,,,,,
401,Nargonyy-Karabakh,1991,,ARM,TUR,,,,CONVENTIONAL,1,2,0,4,1,1,1,1,0,2,WIN,LOSS,0,,,,,,,,,,,,,,,
402,Egypt-Sudan Border II,1992,,EGY,SUD,,,CONVENTIONAL,,3,1,0,2,0,0,1,1,1,2,WIN,LOSS,0,"The dispute was not resolved, but Egypt was able to successfully annex the Halaib triangle, so they have been considered to win the dispute.",https://sovereignlimits.com/blog/egypt-sudan-land-boundary,,,,,,,,,,,,,
403,Yugoslavia II: Bosnia,1992,,BOS,YUG,,,OTHER,CONVENTIONAL,2,4,1,3,0,0,1,1,0,5,WIN,LOSS,0,"In particular, it was Serbs vs. Bosnians, but Serbia was a part of Yugoslavia at the time, so it is coded as Yugoslavia. Bosnia declared independence, so they are coded as the initiators, but it was Yugoslavia that first responded with military force.","https://diplomacy.state.gov/online-exhibits/diplomacy-ends-a-war-the-dayton-accords/april-1992-war-breaks-out-in-bosnia/, 
https://www.britannica.com/event/Bosnian-War, 
https://en.wikipedia.org/wiki/Bosnian_War",,,,,,,,,,,,,
403,Yugoslavia II: Bosnia,1992,,CRO,YUG,,,CONVENTIONAL,CONVENTIONAL,2,3,1,3,0,0,1,1,0,3,WIN,LOSS,0,,,,,,,,,,,,,,,
403,Yugoslavia II: Bosnia,1992,,BOS,CRO,,,CONVENTIONAL,CONVENTIONAL,3,2,1,3,0,0,1,1,0,3,LOSS,WIN,1,"Croatia was initially allianced with Bosnia and helped fight against Yugoslavia. Over time, Croatia and Bosnia began fighting with each other, which is why Croatia is coded on both sides. It is not very clear who initiated the conflict.",,,,,,,,,,,,,,
404,Papua/Solomon,1992,,PNG,SOL,,,CONVENTIONAL,,2,1,1,2,0,0,1,1,1,2,NEUTRAL,NEUTRAL,1,"The main conflict was between Papa New Guinea and Bougainville, an autonomous region. Since Bougainville is not listed as a state, this dyad is not included.","https://en.wikipedia.org/wiki/Bougainville_conflict, 
https://www.c-r.org/programme/pacific/bougainville-conflict-focus  ",,,,,,,,,,,,,
405,Sleeping Dog Hill,1992,,MYA,THI,,,CONVENTIONAL,,4,1,1,2,0,1,1,1,1,2,WIN,LOSS,0,"This war was primarily an instrastate conflict since it occurred between the Burma government and the Karen people, an ethnic group in Burma. Thailand troops were still involved.","https://www.washingtonpost.com/archive/politics/1992/02/12/burmese-rebel-prospects-rest-on-sleeping-dog-hill/94eae660-70dd-43e5-8855-49f6579738d4/, 
https://www.washingtonpost.com/archive/politics/1992/02/28/rebels-say-myanmar-is-making-air-strikes/4fb10657-dbd2-4e03-bd62-06a60da15f4c/",,,,,,,,,,,,,
408,North Korea I: Nuclear,1993,,PRK,USA,,,NUCLEAR,CONVENTIONAL,2,3,0,3,0,1,1,1,1,4,NEUTRAL,NEUTRAL,0,,"https://en.wikipedia.org/wiki/1994_North_Korean_nuclear_crisis, 
https://www.armscontrol.org/act/1997-05/features/north-korean-nuclear-crisis-understanding-failure-crime-punishment-strategy,  
https://www.armscontrol.org/factsheets/dprkchron",,,,,,,,,,,,,
408,North Korea I: Nuclear,1993,,PRK,ROK,,,NUCLEAR,,3,1,0,3,1,1,1,1,1,2,NEUTRAL,NEUTRAL,0,,,,,,,,,,,,,,,
426,DRC Civil War,1998,,RWA,DRC,,,CONVENTIONAL,CONVENTIONAL,4,4,1,10,0,0,1,1,1,4,LOSS,WIN,0,,"https://en.wikipedia.org/wiki/Second_Congo_War
https://sites.tufts.edu/atrocityendings/2015/09/18/democratic-republic-of-congo-zaire/",,,,,,,,,,,,,
426,DRC Civil War,1998,,UGA,DRC,,,CONVENTIONAL,CONVENTIONAL,4,4,1,10,0,0,1,1,1,4,LOSS,WIN,0,,,,,,,,,,,,,,,
426,DRC Civil War,1998,,BUI,DRC,,,CONVENTIONAL,,3,1,1,10,0,0,1,1,1,2,LOSS,WIN,0,,,,,,,,,,,,,,,
426,DRC Civil War,1998,,RWA,UGA,,,CONVENTIONAL,CONVENTIONAL,3,3,1,10,0,0,1,1,1,3,NEUTRAL,NEUTRAL,0,Rwanda and Uganda initially fought together but then turned against each other,,,,,,,,,,,,,,
426,DRC Civil War,1998,,NAM,RWC,,,CONVENTIONAL,,2,1,1,10,,0,1,1,1,3,WIN,LOSS,0,,,,,,,,,,,,,,,
426,DRC Civil War,1998,,NAM,UGA,,,CONVENTIONAL,,2,1,1,10,,0,1,1,1,3,WIN,LOSS,0,"The other countries supporting DRC did not really come into conflict with Burundi, since Burundi only had a small role in the war.",,,,,,,,,,,,,,
426,DRC Civil War,1998,,ANG,RWC,,,CONVENTIONAL,,2,1,1,10,,0,1,1,1,3,WIN,LOSS,0,,,,,,,,,,,,,,,
426,DRC Civil War,1998,,ANG,UGA,,,CONVENTIONAL,,2,1,1,10,,0,1,1,1,3,WIN,LOSS,0,,,,,,,,,,,,,,,
426,DRC Civil War,1998,,ZIM,RWC,,,CONVENTIONAL,,2,1,1,10,0,0,1,1,1,3,WIN,LOSS,0,,,,,,,,,,,,,,,
426,DRC Civil War,1998,,ZIM,UGA,,,CONVENTIONAL,,2,1,1,10,0,0,1,1,1,3,WIN,LOSS,0,,,,,,,,,,,,,,,
426,DRC Civil War,1998,,CHA,RWC,,,,,1,1,1,10,1,0,1,1,1,2,WIN,LOSS,0,,,,,,,,,,,,,,,
426,DRC Civil War,1998,,CHA,UGA,,,,,1,1,1,10,1,0,1,1,1,2,WIN,LOSS,0,,,,,,,,,,,,,,,
426,DRC Civil War,1998,,LIB,RWC,,,,,1,1,1,10,,0,1,1,1,2,WIN,LOSS,0,,,,,,,,,,,,,,,
426,DRC Civil War,1998,,LIB,UGA,,,,,1,1,1,10,,0,1,1,1,2,WIN,LOSS,0,,,,,,,,,,,,,,,
426,DRC Civil War,1998,,SUD,RWC,,,,,1,1,1,10,0,0,1,1,1,2,WIN,LOSS,0,,,,,,,,,,,,,,,
426,DRC Civil War,1998,,SUD,UGA,,,,,1,1,1,10,0,0,1,1,1,2,WIN,LOSS,0,,,,,,,,,,,,,,,
427,US Embassy Bombings,1998,,AFG,USA,,,CONVENTIONAL,,4,1,1,3,0,1,1,1,1,4,LOSS,WIN,0,"The bombings were initiated by al Qaeda. Since al Qaeda is based in Afghanistan, it is coded as Afghanistan. Sudan not included as an actor because Sudan got bombed but didn't make any threats in return","https://www.fbi.gov/history/famous-cases/east-african-embassy-bombings,        
https://en.wikipedia.org/wiki/Operation_Infinite_Reach,        
https://en.wikipedia.org/wiki/1998_United_States_embassy_bombings,        
https://clinton.presidentiallibraries.us/items/show/36094",,,,,,,,,,,,,
429,UNSCOM II,1998,,IRQ,USA,,,OTHER,CONVENTIONAL,2,4,1,3,0,1,1,1,0,3,LOSS,WIN,0,"Iraq is considered to win since at the end, United Nations troops were withdrawn from Iraq","https://www.britannica.com/topic/UNSCOM, 
https://en.wikipedia.org/wiki/1998_bombing_of_Iraq,
https://www.cfr.org/backgrounder/iraq-weapons-inspections-1991-1998",,,,,,,,,,,,,
429,UNSCOM II,1998,,IRQ,UK,,,OTHER,CONVENTIONAL,2,4,1,3,0,1,1,1,0,3,LOSS,WIN,0,,,,,,,,,,,,,,,
430,Kosovo,1999,,ALB,YUG,,,CONVENTIONAL,CONVENTIONAL,4,4,1,12,1,0,1,1,0,5,WIN,LOSS,0,This conflict was mainly between Yugoslavia and the Kosovo Liberation Army (KLA). The KLA was a Kosovo Albanian militia and is coded as Albania.,"https://en.wikipedia.org/wiki/Kosovo_War, 
https://www.britannica.com/event/Kosovo-conflict, 
https://en.wikipedia.org/wiki/NATO_bombing_of_Yugoslavia,
https://www.wsws.org/en/topics/event/1999-NATO-Serbia",,,,,,,,,,,,,
430,Kosovo,1999,,USA,YUG,,,CONVENTIONAL,,4,1,1,12,1,0,1,1,0,4,WIN,LOSS,1,A group of 10 countries from NATO was involved in bombings against Yugoslavia. This group was led by the United States. All 10 countries have been listed as individual actors.,,,,,,,,,,,,,,
430,Kosovo,1999,,BEL,YUG,,,CONVENTIONAL,,2,1,1,12,1,0,1,1,0,3,WIN,LOSS,0,,,,,,,,,,,,,,,
430,Kosovo,1999,,CAN,YUG,,,CONVENTIONAL,,2,1,1,12,1,0,1,1,0,3,WIN,LOSS,0,,,,,,,,,,,,,,,
430,Kosovo,1999,,FRN,YUG,,,CONVENTIONAL,,3,1,1,12,1,0,1,1,0,3,WIN,LOSS,0,,,,,,,,,,,,,,,
430,Kosovo,1999,,GFR,YUG,,,CONVENTIONAL,,3,1,1,12,1,0,1,1,0,3,WIN,LOSS,0,,,,,,,,,,,,,,,
430,Kosovo,1999,,ITA,YUG,,,CONVENTIONAL,,3,1,1,12,1,0,1,1,0,3,WIN,LOSS,0,,,,,,,,,,,,,,,
430,Kosovo,1999,,NTH,YUG,,,CONVENTIONAL,,2,1,1,12,1,0,1,1,0,3,WIN,LOSS,0,,,,,,,,,,,,,,,
430,Kosovo,1999,,POR,YUG,,,CONVENTIONAL,,2,1,1,12,1,0,1,1,0,3,WIN,LOSS,0,,,,,,,,,,,,,,,
430,Kosovo,1999,,SPN,YUG,,,CONVENTIONAL,,2,1,1,12,1,0,1,1,0,3,WIN,LOSS,0,,,,,,,,,,,,,,,
430,Kosovo,1999,,UKG,YUG,,,CONVENTIONAL,,3,1,1,12,1,0,1,1,0,3,WIN,LOSS,0,,,,,,,,,,,,,,,
431,Kargil,1999,,PAK,IND,,,CONVENTIONAL,CONVENTIONAL,2,4,1,2,0,1,1,1,0,4,LOSS,WIN,0,Both countries made military threats to each other. Pakistan initally invaded and India responded back with a larger force.,"https://www.britannica.com/event/Kargil-War, 
https://en.wikipedia.org/wiki/Kargil_War  ",,,,,,,,,,,,,
432,East Timor II,1999,,AUS,INS,,,CONVENTIONAL,,3,1,1,4,1,1,1,1,1,3,WIN,LOSS,0,A large task force called INTERFET opposed Indonesia in this conflict. This coalition was led by Australia and included 19 other countries.,"https://en.wikipedia.org/wiki/International_Force_East_Timor, 
https://en.wikipedia.org/wiki/1999_East_Timorese_crisis, 
https://www.history.com/this-day-in-history/indonesia-invades-east-timor",,,,,,,,,,,,,
432,East Timor II,1999,,NEW,INS,,,CONVENTIONAL,,2,1,1,4,1,1,1,0,1,1,WIN,LOSS,0,"In addition to Australia, New Zealand and Thailand played non-negligible roles in the conflict. The other countries in the coalition were minimally involved and are not included as actors.",,,,,,,,,,,,,,
432,East Timor II,1999,,THI,INS,,,CONVENTIONAL,,2,1,1,4,1,1,1,0,1,1,WIN,LOSS,0,,,,,,,,,,,,,,,
434,Afghanistan/US,2001,,AFG,USA,,,CONVENTIONAL,,5,1,1,3,0,1,1,1,1,5,WIN,LOSS,0,The U.S./U.K. are considered to lose since the Taliban regained control in 2021,"https://www.cfr.org/timeline/us-war-afghanistan,
https://www.britannica.com/event/Afghanistan-War  ",,,,,,,,,,,,,
434,Afghanistan/US,2001,,UKG,AFG,,,CONVENTIONAL,,4,1,1,3,1,0,1,1,1,4,LOSS,WIN,0,,,,,,,,,,,,,,,
435,India Parliament Attack,2001-2002,,PAK,IND,,,CONVENTIONAL,CONVENTIONAL,3,2,1,2,0,1,1,1,0,3,NEUTRAL,NEUTRAL,0,,"https://en.wikipedia.org/wiki/2001_Indian_Parliament_attack, 
https://indianexpress.com/article/india/2001-parliament-attack-22-years-look-back-9066052/",,,,,,,,,,,,,
436,Kaluchak,2002,,PAK,IND,,,CONVENTIONAL,CONVENTIONAL,4,3,1,2,0,1,1,1,0,4,NEUTRAL,NEUTRAL,0,,"https://en.wikipedia.org/wiki/Kaluchak_massacre, 
https://en.wikipedia.org/wiki/2001%E2%80%932002_India%E2%80%93Pakistan_standoff,
https://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200205140003",,,,,,,,,,,,,
437,Myanmar-Thailand,2002,,Not a conflict,,,,,,,,,,,,,,,,,,0,"Not really a conflict. The Myanmar government was fighting against the Shan and Karen ethnic groups within Mynamar. Myanmar accused Thailand of supporting these ethnic groups, but Thailand denied doing so. There were some border tensions between Myanmar and Thailand, but it never escalated into a conflict.","https://www.voanews.com/a/a-13-a-2002-06-07-20-burma-66287147/541022.html, 
http://edition.cnn.com/2002/WORLD/asiapcf/southeast/06/11/thailand.myanmar/",,,,,,,,,,,,,
438,Parsley Island,2002,,MOR,SPN,,,CONVENTIONAL,CONVENTIONAL,2,2,0,2,0,1,1,1,1,1,LOSS,WIN,0,,"https://en.wikipedia.org/wiki/Perejil_Island_crisis, 
https://www.theguardian.com/world/2002/jul/13/spain.gilestremlett",,,,,,,,,,,,,
439,Pankisi Gorge,2002,,USA,AFG,,,CONVENTIONAL,,3,1,1,4,1,0,1,1,0,2,WIN,LOSS,0,,,,,,,,,,,,,,,
439,Pankisi Gorge,2002,,AFG,GRG,,,CONVENTIONAL,CONVENTIONAL,2,3,1,4,0,1,1,1,0,3,LOSS,WIN,0,"AFG is coded as an actor because the US and Georgia were fighting against al-Qaeda insurgenets in Georgia, and al-Qaeda was supported by Afghanistan","https://www.ojp.gov/ncjrs/virtual-library/abstracts/us-confronts-terror-georgias-pankisi-gorge, 
https://en.wikipedia.org/wiki/Pankisi_Gorge_crisis ",,,,,,,,,,,,,
439,Pankisi Gorge,2002,,RUS,AFG,,,CONVENTIONAL,,2,1,0,4,0,0,1,1,0,2,WIN,LOSS,1,It's unclear if Russia is in conflict with Georgia also -- they could be on both sides of the conflict,,,,,,,,,,,,,,
440,Iraq Regime Change,2002,,USA,IRQ,,,CONVENTIONAL,,4,1,1,5,1,0,1,1,0,4,WIN,LOSS,0,"There were other countries involved in the invasion of Iraq, but they played an insignificant role","https://en.wikipedia.org/wiki/2003_invasion_of_Iraq, 
https://carnegieendowment.org/2003/03/19/origins-of-regime-change-in-iraq-pub-1214",,,,,,,,,,,,,
440,Iraq Regime Change,2002,,UKG,IRQ,,,CONVENTIONAL,,3,1,1,5,1,0,1,1,0,4,WIN,LOSS,0,,,,,,,,,,,,,,,
440,Iraq Regime Change,2002,,POL,IRQ,,,CONVENTIONAL,,2,1,1,5,1,0,1,1,0,3,WIN,LOSS,0,,,,,,,,,,,,,,,
440,Iraq Regime Change,2002,,AUS,IRQ,,,CONVENTIONAL,,2,1,1,5,1,0,1,0,0,3,WIN,LOSS,0,,,,,,,,,,,,,,,
441,North Korea Nuclear II,2002,,PRK,USA,,,NUCLEAR,,2,1,0,2,0,1,1,1,0,2,NEUTRAL,NEUTRAL,0,Negotiations about North Korea's nuclear program stalled and neither side really won,"https://en.wikipedia.org/wiki/Timeline_of_the_North_Korean_nuclear_program, 
https://www.armscontrol.org/factsheets/dprkchron, 
https://www.cfr.org/timeline/north-korean-nuclear-negotiations  ",,,,,,,,,,,,,
442,Iran Nuclear I,2003,,IRN,UKG,,,NUCLEAR,,2,1,0,4,0,1,1,1,1,3,LOSS,WIN,0,"Iran is considered to lose because they agreed to stop developing nuclear weapons, but it was still an agreement","https://carnegieendowment.org/2012/06/05/executive-summary-iranian-nuclear-crisis-pub-48326, 
https://en.wikipedia.org/wiki/Joint_Comprehensive_Plan_of_Action, 
https://www.cfr.org/global-conflict-tracker/conflict/confrontation-between-united-states-and-iran",,,,,,,,,,,,,
442,Iran Nuclear I,2003,,IRN,FRN,,,NUCLEAR,,2,1,0,4,0,1,1,1,1,3,LOSS,WIN,0,,,,,,,,,,,,,,,
442,Iran Nuclear I,2003,,IRN,GFR,,,NUCLEAR,,2,1,0,4,0,1,1,1,1,3,LOSS,WIN,0,,,,,,,,,,,,,,,
443,Haifa Suicide Bombing,2003,,ISR,SYR,,,CONVENTIONAL,,4,1,1,2,1,0,1,1,0,3,LOSS,WIN,0,"Israel was actually fighting with Palestine (not a state), but since it struck a Palestinian military camp in Syria, it is considered to be in conflict with Syria","https://en.wikipedia.org/wiki/Ain_es_Saheb_airstrike, 
https://embassies.gov.il/MFA/FOREIGNPOLICY/Terrorism/Palestinian/Pages/Suicide%20bombing%20of%20Maxim%20restaurant%20in%20Haifa%20-%204-O.aspx",,,,,,,,,,,,,
444,DRC/Rwanda,2004,,RWA,DRC,,,CONVENTIONAL,,3,1,1,3,0,0,1,1,0,4,NEUTRAL,NEUTRAL,0,Neither side appears to have won this conflict,"https://www.hrw.org/news/2004/12/04/democratic-republic-congo-rwanda-conflict, 
https://en.wikipedia.org/wiki/Kivu_conflict.,
https://www.hrw.org/world-report/2005/country-chapters/democratic-republic-congo",,,,,,,,,,,,,
444,DRC/Rwanda,2004,,BUI,DRC,,,CONVENTIONAL,,2,1,1,3,0,0,1,1,0,2,NEUTRAL,NEUTRAL,0,Burundi was also involved in the conflict since many of the rebel troops were supported by Burundi,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,CONGO I-KATANGA,1960-1962,,CON,BEL,,,,,,,1,3,0,1,1,1,1,2,WIN,LOSS,0,,,,,,,,,,,,,,,
176,CONGO I-KATANGA,1960-1962,,RUS,BEL,,,,,,,1,3,0,1,1,1,1,2,WIN,LOSS,0,,,,,,,,,,,,,,,
177,MALI FEDERATION,1960,,MLI,SEN,,,CONVENTIONAL,CONVENTIONAL,1,1,0,2,1,1,1,1,1,1,LOSS,WIN,0,,,,,,,,,,,,,,,
178,CEN. AMERICA CUBA II,1960,,NIC,CRI,,,CONVENTIONAL,CONVENTIONAL,2,2,1,2,0,1,1,1,1,1,WIN,LOSS,0,,,,,,,,,,,,,,,
178,CEN. AMERICA CUBA II,1960,,GUA,CUB,,,,,0,0,0,3,0,0,1,1,0,2,NEUTRAL,NEUTRAL,0,,,,,,,,,,,,,,,
178,CEN. AMERICA CUBA II,1960,,GUA,USA,,,,CONVENTIONAL,,2,1,3,0,1,1,1,0,1,WIN,WIN,0,,,,,,,,,,,,,,,
180,PATHET LAO OFFENSIVE,1961,,RUS,USA,,,CONVENTIONAL,CONVENTIONAL,3,3,1,4,0,1,1,1,1,2,NEUTRAL,NEUTRAL,0,,https://apps.dtic.mil/sti/tr/pdf/ADA243492.pdf,,,,,,,,,,,,,
180,PATHET LAO OFFENSIVE,1961,,RUS,THI,,,CONVENTIONAL,CONVENTIONAL,3,2,1,4,0,0,1,1,1,2,NEUTRAL,NEUTRAL,0,,https://apps.dtic.mil/sti/tr/pdf/ADA243492.pdf,,,,,,,,,,,,,
180,PATHET LAO OFFENSIVE,1961,,RUS,LAO,,,CONVENTIONAL,CONVENTIONAL,3,2,1,4,0,0,1,1,1,2,WIN,LOSS,0,,https://apps.dtic.mil/sti/tr/pdf/ADA243492.pdf,,,,,,,,,,,,,
181,BAY OF PIGS,1961,,USA,CUB,,,,,,,1,3,1,0,1,1,1,4,LOSS,WIN,0,,"https://www.cia.gov/stories/story/the-bay-of-pigs-invasion/, https://history.state.gov/milestones/1961-1968/bay-of-pigs, https://www.sog.unc.edu/sites/www.sog.unc.edu/files/course_materials/Bay%20of%20Pigs%20case.pdf",,,,,,,,,,,,,
181,BAY OF PIGS,1961,,RUS,USA,,,CONVENTIONAL,,2,,0,3,0,1,1,1,1,1,WIN,LOSS,0,,"https://www.cia.gov/stories/story/the-bay-of-pigs-invasion/, https://history.state.gov/milestones/1961-1968/bay-of-pigs, https://www.sog.unc.edu/sites/www.sog.unc.edu/files/course_materials/Bay%20of%20Pigs%20case.pdf",,,,,,,,,,,,,
182,PUSHTUNISTAN III,1961,,AFG,PAK,,,,,,,1,4,0,0,1,1,0,2,NEUTRAL,NEUTRAL,0,,https://web.stanford.edu/group/tomzgroup/pmwiki/uploads/1303-1961-06-KS-AJG.pdf,,,,,,,,,,,,,
182,PUSHTUNISTAN III,1961,,RUS,PAK,,,,,,,1,4,0,0,1,1,0,2,NEUTRAL,NEUTRAL,0,,https://web.stanford.edu/group/tomzgroup/pmwiki/uploads/1303-1961-06-KS-AJG.pdf,,,,,,,,,,,,,
182,PUSHTUNISTAN III,1961,,AFG,US,,,,,,,1,4,0,1,1,1,0,2,NEUTRAL,NEUTRAL,0,,https://web.stanford.edu/group/tomzgroup/pmwiki/uploads/1303-1961-06-KS-AJG.pdf,,,,,,,,,,,,,
183,KUWAIT INDEPENDENCE,1961,,IRQ,KUW,,,CONVENTIONAL,,3,,0,3,0,0,1,1,1,3,LOSS,WIN,0,,https://apps.dtic.mil/sti/tr/pdf/ADA529668.pdf,,,,,,,,,,,,,
183,KUWAIT INDEPENDENCE,1961,,IRQ,UKG,,,CONVENTIONAL,,3,,0,3,0,1,1,1,1,3,LOSS,WIN,0,,https://apps.dtic.mil/sti/tr/pdf/ADA529668.pdf,,,,,,,,,,,,,
184,BIZERTA,1961,,FRN,TUN,,,CONVENTIONAL,CONVENTIONAL,3,2,1,2,1,0,1,1,1,2,WIN,LOSS,1,"Alternate encoding: TUN then FRN for actors A and BÐUnclear who started, small escalating steps.","https://web.archive.org/web/20101018222940/http://www.time.com/time/magazine/article/0,9171,938175-1,00.html, https://www.jstor.org/stable/4324727?seq=9",,,,,,,,,,,,,
185,BERLIN WALL,1961,,GFR,RUS,,,CONVENTIONAL,,4,,0,3,0,1,1,1,1,3,NEUTRAL,NEUTRAL,1,Ambiguity over who started crisis,https://history.state.gov/milestones/1953-1960/berlin-crises,,,,,,,,,,,,,
185,BERLIN WALL,1961,,RUS,USA,,,CONVENTIONAL,CONVENTIONAL,4,4,0,3,0,1,1,1,1,3,NEUTRAL,NEUTRAL,1,Ambiguity over who started crisis,https://history.state.gov/milestones/1953-1960/berlin-crises,,,,,,,,,,,,,
186,VIET CONG ATTACK,1961,,DRV,RVN,,,,,,,1,4,0,1,1,1,0,3,WIN,LOSS,0,,https://timesmachine.nytimes.com/timesmachine/1961/09/19/97622797.html,,,,,,,,,,,,,
186,VIET CONG ATTACK,1961,,DRV,USA,,,,,,,0,4,0,1,1,1,0,3,NEUTRAL,NEUTRAL,0,,https://timesmachine.nytimes.com/timesmachine/1961/09/19/97622797.html,,,,,,,,,,,,,
186,VIET CONG ATTACK,1961,,RUS,RVN,,,,,,,0,4,0,1,1,1,0,3,NEUTRAL,NEUTRAL,1,Unsure if we code a win for RUS and DRV against USA,https://timesmachine.nytimes.com/timesmachine/1961/09/19/97622797.html,,,,,,,,,,,,,
187,WEST IRIAN II,1961,,INS,NTH,,,CONVENTIONAL; ECONOMIC,,4,,1,3,1,1,1,1,1,2,WIN,LOSS,0,"Indonesia made conventional and economic threats,included both","https://www.jstor.org/stable/20070166?seq=15, https://gdh-ghr.org/west-papua-project-ghr-wpp/west-papua-the-un/#:~:text=The%20West%20New%20Guinea%20dispute,territory%20of%20Netherlands%20New%20Guinea.",,,,,,,,,,,,,
187,WEST IRIAN II,1961,,RUS,NTH,,,,,,,0,3,0,1,1,1,1,2,WIN,LOSS,0,,"https://www.jstor.org/stable/20070166?seq=15, https://gdh-ghr.org/west-papua-project-ghr-wpp/west-papua-the-un/#:~:text=The%20West%20New%20Guinea%20dispute,territory%20of%20Netherlands%20New%20Guinea.",,,,,,,,,,,,,
193,NAM THA,1962,,RVN,LAO,,,,,,,1,5,0,0,1,1,0,3,WIN,LOSS,0,,"https://www.history.navy.mil/research/library/online-reading-room/title-list-alphabetically/b/by-sea-air-land-marolda/chapter-2-the-era-of-growing-conflict-1959-1965.html,https://books.google.com/books?hl=en&lr=&id=WsULqb6k0BoC&oi=fnd&pg=PA283&dq=may+6+1962+pathet+lao+attack+nam+tha&ots=iJkLPBYskI&sig=qFRa1vOs_NKsJ7NrW7_3bd-1qBI#v=onepage&q=nam%20tha&f=false",,,,,,,,,,,,,
193,NAM THA,1962,,RVN,THI,,,,,,,0,5,0,0,1,1,0,2,NEUTRAL,NEUTRAL,0,,"https://www.history.navy.mil/research/library/online-reading-room/title-list-alphabetically/b/by-sea-air-land-marolda/chapter-2-the-era-of-growing-conflict-1959-1965.html,https://books.google.com/books?hl=en&lr=&id=WsULqb6k0BoC&oi=fnd&pg=PA283&dq=may+6+1962+pathet+lao+attack+nam+tha&ots=iJkLPBYskI&sig=qFRa1vOs_NKsJ7NrW7_3bd-1qBI#v=onepage&q=nam%20tha&f=false",,,,,,,,,,,,,
193,NAM THA,1962,,RVN,USA,,,,,,,1,5,0,1,1,1,0,3,NEUTRAL,NEUTRAL,0,,"https://www.history.navy.mil/research/library/online-reading-room/title-list-alphabetically/b/by-sea-air-land-marolda/chapter-2-the-era-of-growing-conflict-1959-1965.html,https://books.google.com/books?hl=en&lr=&id=WsULqb6k0BoC&oi=fnd&pg=PA283&dq=may+6+1962+pathet+lao+attack+nam+tha&ots=iJkLPBYskI&sig=qFRa1vOs_NKsJ7NrW7_3bd-1qBI#v=onepage&q=nam%20tha&f=false",,,,,,,,,,,,,
193,NAM THA,1962,,USA,CHN,,,,,,,0,5,0,1,0,1,0,4,NEUTRAL,NEUTRAL,0,U.S. thought China was involved and prepared to nuke them but they weren't,"https://www.history.navy.mil/research/library/online-reading-room/title-list-alphabetically/b/by-sea-air-land-marolda/chapter-2-the-era-of-growing-conflict-1959-1965.html,https://books.google.com/books?hl=en&lr=&id=WsULqb6k0BoC&oi=fnd&pg=PA283&dq=may+6+1962+pathet+lao+attack+nam+tha&ots=iJkLPBYskI&sig=qFRa1vOs_NKsJ7NrW7_3bd-1qBI#v=onepage&q=nam%20tha&f=false",,,,,,,,,,,,,
194,CHINA/INDIA BDR. II,1962,,CHN,IND,,,,,,,1,7,0,1,1,1,0,4,WIN,LOSS,1,"Alternative encodings, conventional threats made by both sides with salience 4ÐUnsure if they were threats or simply escalating violence",https://eastasiaforum.org/2011/08/02/china-s-india-war-how-the-chinese-saw-the-1962-conflict/,,,,,,,,,,,,,
194,CHINA/INDIA BDR. II,1962,,CHN,USA,,,,,,,0,7,0,1,1,1,0,1,WIN,NEUTRAL,0,,https://eastasiaforum.org/2011/08/02/china-s-india-war-how-the-chinese-saw-the-1962-conflict/,,,,,,,,,,,,,
194,CHINA/INDIA BDR. II,1962,,CHN,RUS,,,,,,,0,7,0,0,1,1,0,2,WIN,NEUTRAL,0,,https://digitalarchive.wilsoncenter.org/document/report-chinese-foreign-ministry-soviet-unions-stance-sino-indian-boundary-question-and,,,,,,,,,,,,,
